drug,p_order,d_order,q_order,P_order,D_order,Q_order,MAPE,AIC
Tinzaparin,0,0,1,0,1,1,7.109002555404538,30.70326468388238
Tinzaparin,0,0,1,1,0,0,12.822407728363041,40.96911669372078
Tinzaparin,0,0,1,1,0,1,5.3027018901780565,34.8763605261965
Tinzaparin,0,0,1,1,1,0,5.14798480007084,33.739450471495786
Tinzaparin,0,0,1,1,1,1,6.291184805577908,34.1378905396639
Tinzaparin,0,0,2,0,0,0,90.38711455322456,138.28989558080025
Tinzaparin,0,0,2,0,0,1,98.57571639176693,1351.4377975821512
Tinzaparin,0,0,2,0,1,0,8.055686852815533,31.719008056272678
Tinzaparin,0,0,2,0,1,1,4.412695250251666,26.400897067745557
Tinzaparin,0,0,2,1,0,0,12.081445880627657,33.07747416949039
Tinzaparin,0,0,2,1,0,1,6.8003491923958475,29.189290670443725
Tinzaparin,0,0,2,1,1,0,3.694756096633758,29.266161202777454
Tinzaparin,0,0,2,1,1,1,3.5390762877725224,29.223601722416277
Tinzaparin,0,1,0,0,0,0,10.073128628255445,10.217811928994792
Tinzaparin,0,1,0,0,0,1,10.073128628255308,1360.3035848566783
Tinzaparin,0,1,0,0,1,0,19.956649896442922,15.977231000694973
Tinzaparin,0,1,0,0,1,1,19.16857117140539,12.678839433088307
Tinzaparin,0,1,0,1,0,0,14.312342569310097,8.110012553310955
Tinzaparin,0,1,0,1,0,1,15.239473376666526,1401.5060859360344
Tinzaparin,0,1,0,1,1,0,20.502412922142398,13.839341461216364
Tinzaparin,0,1,0,1,1,1,20.473977287393826,16.057961362906028
Tinzaparin,0,1,1,0,0,0,9.394045135663614,1.4676843758646818
Tinzaparin,0,1,1,0,0,1,9.01541459523711,1200.5051050531374
Tinzaparin,0,1,1,0,1,0,21.981323610257256,15.031794295449881
Tinzaparin,0,1,1,0,1,1,16.09562184800799,11.291906155507736
Tinzaparin,0,1,1,1,0,0,13.772702352348313,4.287436930971136
Tinzaparin,0,1,1,1,0,1,16.41692957397448,1214.0315786702727
Tinzaparin,0,1,1,1,1,0,20.774237022765867,12.846755724775528
Tinzaparin,0,1,1,1,1,1,20.68140529955996,15.483503347852862
Tinzaparin,0,1,2,0,0,0,10.402943245554198,3.7350746799310786
Tinzaparin,0,1,2,0,0,1,10.60791525297004,1320.0321654663144
Tinzaparin,0,1,2,0,1,0,22.95008269790855,16.792853902293306
Tinzaparin,0,1,2,0,1,1,20.39016774367567,12.80399968692312
Tinzaparin,0,1,2,1,0,0,16.05027798777214,4.106086711048866
Tinzaparin,0,1,2,1,0,1,17.040307028338376,1333.2090454054241
Tinzaparin,0,1,2,1,1,0,28.220240101350335,12.431075223054398
Tinzaparin,0,1,2,1,1,1,26.146346485308403,14.59681496860517
Tinzaparin,1,0,0,0,0,0,11.80494833891852,12.11765141386993
Tinzaparin,1,0,0,0,0,1,11.804948338918532,1348.1339031706252
Tinzaparin,1,0,0,0,1,0,12.516822651601844,15.273662819855616
Tinzaparin,1,0,0,0,1,1,8.009601571934132,13.245091015500023
Tinzaparin,1,0,0,1,0,0,12.589223301853982,10.082171640066228
Tinzaparin,1,0,0,1,0,1,10.738150992114196,11.69479172441774
Tinzaparin,1,0,0,1,1,0,11.094117734462735,14.616898519635754
Tinzaparin,1,0,0,1,1,1,12.081050934756261,16.486615507234408
Tinzaparin,1,0,1,0,0,0,12.814391371245287,2.1443689636959986
Tinzaparin,1,0,1,0,0,1,12.622934258255691,1277.8354597905156
Tinzaparin,1,0,1,0,1,0,16.272554134803467,15.691071486995643
Tinzaparin,1,0,1,0,1,1,13.875148261079348,12.974095051505675
Tinzaparin,1,0,1,1,0,0,16.126626289027776,6.163061480160538
Tinzaparin,1,0,1,1,0,1,17.121839966412708,9.050814982985449
Tinzaparin,1,0,1,1,1,0,15.741753007952152,14.573652133662158
Tinzaparin,1,0,1,1,1,1,16.321186947505776,16.98273525663373
Tinzaparin,1,0,2,0,0,0,13.785806364774261,4.579570122199174
Tinzaparin,1,0,2,0,0,1,12.919072186881447,1463.5510124915518
Tinzaparin,1,0,2,0,1,0,16.690822517231684,17.193792713378524
Tinzaparin,1,0,2,0,1,1,14.540868573486017,14.068316336586712
Tinzaparin,1,0,2,1,0,0,17.885607219850737,6.045908801644589
Tinzaparin,1,0,2,1,0,1,21.41477953920917,8.907874037679314
Tinzaparin,1,0,2,1,1,0,19.354396412796767,14.993933838085248
Tinzaparin,1,0,2,1,1,1,16.104265070394668,16.044934285464272
Tinzaparin,1,1,0,0,0,0,11.488303021548342,0.8814854775569314
Tinzaparin,1,1,0,0,0,1,11.488303021547285,1273.4331613833433
Tinzaparin,1,1,0,0,1,0,22.544298352960602,14.186431876548877
Tinzaparin,1,1,0,0,1,1,17.758414545028334,10.197016251607334
Tinzaparin,1,1,0,1,0,0,14.824681986584554,3.1629021383966585
Tinzaparin,1,1,0,1,0,1,17.6585865017284,1287.3074594254817
Tinzaparin,1,1,0,1,1,0,22.03462646513659,12.617163826027936
Tinzaparin,1,1,0,1,1,1,21.6102413007785,14.57171740369574
Tinzaparin,1,1,1,0,0,0,10.241776650029953,2.762040032683394
Tinzaparin,1,1,1,0,0,1,10.148801816011765,1327.992051232104
Tinzaparin,1,1,1,0,1,0,22.58594212201439,16.52629621274392
Tinzaparin,1,1,1,0,1,1,17.293891795930325,12.43105316417511
Tinzaparin,1,1,1,1,0,0,14.998565417778087,5.138973823631858
Tinzaparin,1,1,1,1,0,1,16.864094724061548,1341.5176327153615
Tinzaparin,1,1,1,1,1,0,21.837880033894276,14.598411830921687
Tinzaparin,1,1,1,1,1,1,21.38565962077543,16.905149189554812
Tinzaparin,1,1,2,0,0,0,10.417063229245509,5.7349350366805165
Tinzaparin,1,1,2,0,0,1,11.061874647866944,1327.620341801095
Tinzaparin,1,1,2,0,1,0,22.738844813756174,18.494193567130804
Tinzaparin,1,1,2,0,1,1,21.421900152813592,14.676887988661612
Tinzaparin,1,1,2,1,0,0,15.638877935898202,6.927414283909847
Tinzaparin,1,1,2,1,0,1,17.092037186112144,1340.7978553395333
Tinzaparin,1,1,2,1,1,0,29.069324114473144,14.275152716599518
Tinzaparin,1,1,2,1,1,1,27.303969188999933,16.48894013383961
Tinzaparin,2,0,0,0,0,0,14.90143593434235,2.5782423531290535
Tinzaparin,2,0,0,0,0,1,14.901435934342386,1457.986501709029
Tinzaparin,2,0,0,0,1,0,16.695454968560238,15.184585428728482
Tinzaparin,2,0,0,0,1,1,14.16624790403068,11.942481539767309
Tinzaparin,2,0,0,1,0,0,17.433177672680667,5.0258725974406975
Tinzaparin,2,0,0,1,0,1,18.721117854901717,6.2056107704295576
Tinzaparin,2,0,0,1,1,0,17.473740982064,14.450186905529684
Tinzaparin,2,0,0,1,1,1,17.492772113502152,16.440894284219862
Tinzaparin,2,0,1,0,0,0,13.728046075084382,3.331897411787528
Tinzaparin,2,0,1,0,0,1,13.638064310116507,1507.598012870118
Tinzaparin,2,0,1,0,1,0,16.585091835539885,17.170293667755637
Tinzaparin,2,0,1,0,1,1,15.20558595032979,14.083267108235667
Tinzaparin,2,0,1,1,0,0,17.498955307847854,7.013569138243335
Tinzaparin,2,0,1,1,0,1,18.833052421613115,8.185045701310846
Tinzaparin,2,0,1,1,1,0,17.520895869595403,16.442857069099205
Tinzaparin,2,0,1,1,1,1,17.541455070081735,18.433778715339106
Tinzaparin,2,0,2,0,0,0,13.619760591678581,6.3694876170337436
Tinzaparin,2,0,2,0,0,1,12.916995040675472,1465.5510124915313
Tinzaparin,2,0,2,0,1,0,17.808005733766276,17.53527839122431
Tinzaparin,2,0,2,0,1,1,13.671816023914923,15.831058965748596
Tinzaparin,2,0,2,1,0,0,17.867548779212726,8.835344790095089
Tinzaparin,2,0,2,1,0,1,21.1798387709233,9.972849564323548
Tinzaparin,2,0,2,1,1,0,14.419190333334134,15.868434558635744
Tinzaparin,2,0,2,1,1,1,11.341554038431617,17.589776521119038
Tinzaparin,2,1,0,0,0,0,10.610650718829014,2.9320315452756356
Tinzaparin,2,1,0,0,0,1,10.610650719069252,1321.8031532214002
Tinzaparin,2,1,0,0,1,0,22.57703135449963,16.525139527941413
Tinzaparin,2,1,0,0,1,1,16.527211492896257,12.494922245232065
Tinzaparin,2,1,0,1,0,0,15.224940197454265,5.897454492310897
Tinzaparin,2,1,0,1,0,1,17.120826017129552,1296.689822684373
Tinzaparin,2,1,0,1,1,0,21.590056278517007,14.919366574799154
Tinzaparin,2,1,0,1,1,1,21.19989123105451,16.887360309633948
Tinzaparin,2,1,1,0,0,0,10.333745561462663,4.816205868768314
Tinzaparin,2,1,1,0,0,1,9.492500178873396,1009.4549491680463
Tinzaparin,2,1,1,0,1,0,22.562310038416186,18.516605035565302
Tinzaparin,2,1,1,0,1,1,22.063626399203688,18.63024879689654
Tinzaparin,2,1,1,1,0,0,15.576485068656092,7.746092370184185
Tinzaparin,2,1,1,1,0,1,17.035548949063838,1023.0378642480323
Tinzaparin,2,1,1,1,1,0,21.491300064331163,16.879483014316545
Tinzaparin,2,1,1,1,1,1,18.355322151217475,16.718543988443958
Tinzaparin,2,1,2,0,0,0,10.245490176462864,7.738660217258083
Tinzaparin,2,1,2,0,0,1,110422585353.98619,1955.4075377833549
Tinzaparin,2,1,2,0,1,0,22.8113209193888,20.45858930632249
Tinzaparin,2,1,2,0,1,1,22.436378058149234,15.179826503992713
Tinzaparin,2,1,2,1,0,0,15.763554737614072,9.673256680417634
Tinzaparin,2,1,2,1,0,1,129767015249.4442,1968.61820974159
Tinzaparin,2,1,2,1,1,0,25.267071525571478,15.326951011769793
Tinzaparin,2,1,2,1,1,1,23.481831988872347,17.65364852272303
Heparin,0,0,0,0,0,0,100.0,-135.2453807268095
Heparin,0,0,0,0,0,1,99.99999999999959,1500.1819197498428
Heparin,0,0,0,0,1,0,34.43343693343694,-161.4610564841331
Heparin,0,0,0,0,1,1,40.97525483238116,-99.87868188808326
Heparin,0,0,0,1,0,0,31.27131896808667,-165.6403969425848
Heparin,0,0,0,1,0,1,25.36482346692438,1544.4347003796233
Heparin,0,0,0,1,1,0,37.34710351365077,-104.89324938873197
Heparin,0,0,0,1,1,1,35.18569601626909,-97.76427983824293
Heparin,0,0,1,0,0,0,92.89398554287168,-163.8288033465115
Heparin,0,0,1,0,0,1,102.93649668870127,1372.550731714477
Heparin,0,0,1,0,1,0,33.49753156372075,-156.4061611273705
Heparin,0,0,1,0,1,1,40.139796670172665,-93.5651196924064
Heparin,0,0,1,1,0,0,31.67017222648973,-165.19700842535318
Heparin,0,0,1,1,0,1,26.113344723676907,1270.1004674309606
Heparin,0,0,1,1,1,0,37.89185238705102,-104.08088088719462
Heparin,0,0,1,1,1,1,37.45134251794005,-91.34918936212837
Heparin,0,0,2,0,0,0,89.71777785924272,-181.98706422206575
Heparin,0,0,2,0,0,1,99.55672891657107,1339.5417291545587
Heparin,0,0,2,0,1,0,35.56301524356224,-152.29686993192527
Heparin,0,0,2,0,1,1,46.58126260289113,-88.69005326465246
Heparin,0,0,2,1,0,0,32.12747630478568,-164.56946802269707
Heparin,0,0,2,1,0,1,27.42827914047857,1240.163521934527
Heparin,0,0,2,1,1,0,44.43552153726238,-105.22921070187405
Heparin,0,0,2,1,1,1,41.09878106084088,-87.34039337737566
Heparin,0,1,0,0,0,0,14.8735754985755,-223.7587901182028
Heparin,0,1,0,0,0,1,14.8735754985755,1317.9201091691737
Heparin,0,1,0,0,1,0,21.58912846412846,-146.96661119854167
Heparin,0,1,0,0,1,1,15.964353391123682,-90.16895238641627
Heparin,0,1,0,1,0,0,14.885937112032485,-166.79438300915106
Heparin,0,1,0,1,0,1,14.887885443759027,1728.7407651767753
Heparin,0,1,0,1,1,0,15.916181192502934,-95.25248092646589
Heparin,0,1,0,1,1,1,14.66327556336716,-88.97007205974651
Heparin,0,1,1,0,0,0,26.18376798610184,-245.171126134664
Heparin,0,1,1,0,0,1,55.322628480401825,1430.5899622704833
Heparin,0,1,1,0,1,0,20.94916059363491,-163.07879935644985
Heparin,0,1,1,0,1,1,20.248792546445586,-97.38539890811231
Heparin,0,1,1,1,0,0,24.79320399086219,-185.8213534205945
Heparin,0,1,1,1,0,1,54.80817188646947,1430.3031348251752
Heparin,0,1,1,1,1,0,18.589508688940008,-108.95674886048604
Heparin,0,1,1,1,1,1,19.840595982817003,-97.19698141377405
Heparin,0,1,2,0,0,0,26.496708434979467,-249.2774882625264
Heparin,0,1,2,0,0,1,26.307010645455975,1166.796443818144
Heparin,0,1,2,0,1,0,21.95670721125955,-164.3183554368118
Heparin,0,1,2,0,1,1,20.688164178039983,-95.99348759045246
Heparin,0,1,2,1,0,0,24.889963633609,-191.34435756969197
Heparin,0,1,2,1,0,1,25.131176746389155,1166.5787237744944
Heparin,0,1,2,1,1,0,20.884145399172148,-113.06285949687428
Heparin,0,1,2,1,1,1,21.624454599036458,-91.66585753219523
Heparin,1,0,0,0,0,0,26.949942342007414,-228.2291117437647
Heparin,1,0,0,0,0,1,26.949942342007304,1534.5820140932121
Heparin,1,0,0,0,1,0,32.253645731008405,-162.90766222520256
Heparin,1,0,0,0,1,1,40.91041378178812,-100.44323013395837
Heparin,1,0,0,1,0,0,25.773578214428365,-165.1365889642972
Heparin,1,0,0,1,0,1,22.168465344239436,1429.0596530875814
Heparin,1,0,0,1,1,0,39.018197498464374,-100.18792613738289
Heparin,1,0,0,1,1,1,40.47248671005634,-98.24863103912755
Heparin,1,0,1,0,0,0,20.857008299887504,-249.11895472170755
Heparin,1,0,1,0,0,1,48.13322781244386,1370.3642537143794
Heparin,1,0,1,0,1,0,22.430207723539738,-165.74033324283278
Heparin,1,0,1,0,1,1,20.012159194663667,-102.04564907628446
Heparin,1,0,1,1,0,0,14.296414041141759,-192.85992572997696
Heparin,1,0,1,1,0,1,30.91483930578665,1267.9138971230943
Heparin,1,0,1,1,1,0,28.659937304977106,-108.52976204030394
Heparin,1,0,1,1,1,1,168.38559021726783,-88.32755189519949
Heparin,1,0,2,0,0,0,22.481472004195744,-250.2292582955834
Heparin,1,0,2,0,0,1,17.906237244809144,1204.5058517267053
Heparin,1,0,2,0,1,0,35.08453382778663,-171.6364498197286
Heparin,1,0,2,0,1,1,41.1954312445355,-100.3378695076909
Heparin,1,0,2,1,0,0,15.263545566545849,-204.94199845840635
Heparin,1,0,2,1,0,1,23.435831511299575,1105.1276442471278
Heparin,1,0,2,1,1,0,30.627307526023934,-111.22485502008222
Heparin,1,0,2,1,1,1,27.398369510024406,-98.13247051673821
Heparin,1,1,0,0,0,0,23.052472204033894,-248.17862927656824
Heparin,1,1,0,0,0,1,23.052472204033883,1709.7058470695679
Heparin,1,1,0,0,1,0,21.590717756291042,-157.866509814545
Heparin,1,1,0,0,1,1,23.781155923569674,-101.95194764134568
Heparin,1,1,0,1,0,0,23.094311161472227,-176.86569392705294
Heparin,1,1,0,1,0,1,22.598750867879325,1709.349719644913
Heparin,1,1,0,1,1,0,20.926701853154675,-103.6229343880317
Heparin,1,1,0,1,1,1,24.186707779854725,-103.58474670691338
Heparin,1,1,1,0,0,0,26.816592218775654,-251.25942177136903
Heparin,1,1,1,0,0,1,27.339918200419174,1306.4431172293462
Heparin,1,1,1,0,1,0,22.350266750102552,-164.8243348430729
Heparin,1,1,1,0,1,1,23.68792195270476,-99.55345929740761
Heparin,1,1,1,1,0,0,26.275098695891792,-183.18172431622105
Heparin,1,1,1,1,0,1,25.812897617616855,1306.1562988740336
Heparin,1,1,1,1,1,0,20.384663056626565,-106.69780687299725
Heparin,1,1,1,1,1,1,23.472037740467137,-98.65520953496237
Heparin,1,1,2,0,0,0,25.954699709436753,-247.384588018074
Heparin,1,1,2,0,0,1,28.973628986897133,1337.458041342355
Heparin,1,1,2,0,1,0,21.42824270772905,-162.44695155502023
Heparin,1,1,2,0,1,1,22.11469453683544,-93.97823499292562
Heparin,1,1,2,1,0,0,24.842151636354117,-183.46728060818916
Heparin,1,1,2,1,0,1,26.999453245812262,1337.2405095432605
Heparin,1,1,2,1,1,0,21.89985058247973,-106.23825132010657
Heparin,1,1,2,1,1,1,21.20591625416607,-92.56218549328655
Heparin,2,0,0,0,0,0,22.336169504306547,-246.18492991653434
Heparin,2,0,0,0,0,1,22.33616950430479,1433.5478612019285
Heparin,2,0,0,0,1,0,31.63426411616496,-160.23289559090585
Heparin,2,0,0,0,1,1,35.97124153987383,-106.10715204704033
